valid_energy_mae,valid_forces_mae,train_energy_mae,train_forces_mae,train_loss,valid_loss,lr,batch_size,energy_w,charges_w,dipole_w,forces_w,epoch,log
12951.666015625,1231.0958251953125,7993.85400390625,1504.384765625,231232976.0,20322218.0,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,0,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734147771.gpu07.1959.0.v2
1239.8309326171875,55.578712463378906,313.9777526855469,18.316762924194336,31764.689453125,50576.36328125,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,1,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734147825.gpu07.1959.1.v2
242.19215393066406,8.359026908874512,249.52964782714844,6.620192527770996,280.1243591308594,884.0151977539062,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,2,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734147878.gpu07.1959.2.v2
222.7625732421875,6.125802040100098,232.9331512451172,5.316886901855469,107.84652709960938,122.44766235351562,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,3,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734147930.gpu07.1959.3.v2
213.30581665039062,5.868265628814697,218.7133026123047,5.011399745941162,83.44392395019531,84.45946502685547,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,4,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734147983.gpu07.1959.4.v2
193.29562377929688,5.017488956451416,205.43223571777344,4.784637928009033,80.65040588378906,70.94417572021484,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,5,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148036.gpu07.1959.5.v2
181.6007537841797,4.544992923736572,197.3573760986328,4.623055458068848,73.56926727294922,65.41728973388672,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,6,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148089.gpu07.1959.6.v2
175.53207397460938,4.281619548797607,187.81588745117188,4.458670616149902,70.87255859375,61.878700256347656,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,7,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148141.gpu07.1959.7.v2
170.4171142578125,4.077181816101074,180.90292358398438,4.267640590667725,66.71038818359375,59.684818267822266,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,8,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148194.gpu07.1959.8.v2
163.50308227539062,3.905388832092285,172.38999938964844,4.068475723266602,63.26503372192383,56.59446716308594,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,9,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148247.gpu07.1959.9.v2
157.43850708007812,3.704728603363037,164.8760528564453,3.942460536956787,60.119205474853516,54.87661361694336,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,10,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148300.gpu07.1959.10.v2
151.19468688964844,3.5089457035064697,158.37986755371094,3.7292325496673584,59.89608383178711,52.68991470336914,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,11,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148353.gpu07.1959.11.v2
142.9759979248047,3.3505806922912598,149.30653381347656,3.5899856090545654,56.32682418823242,51.404640197753906,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,12,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148405.gpu07.1959.12.v2
136.8262176513672,3.221412181854248,143.4079132080078,3.451752185821533,57.74531555175781,50.976585388183594,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,13,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148458.gpu07.1959.13.v2
130.88973999023438,3.1095051765441895,138.07374572753906,3.3840606212615967,54.4345703125,50.048152923583984,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,14,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148511.gpu07.1959.14.v2
131.03158569335938,3.040311098098755,141.2775421142578,3.305823564529419,52.66330337524414,44.59724807739258,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,15,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148563.gpu07.1959.15.v2
135.78732299804688,3.048672914505005,147.64622497558594,3.3389885425567627,37.89542007446289,38.95246124267578,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,16,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148616.gpu07.1959.16.v2
134.09022521972656,3.0257568359375,143.8878631591797,3.3449954986572266,31.071060180664062,27.143207550048828,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,17,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148667.gpu07.1959.17.v2
129.1110382080078,2.9612057209014893,136.43199157714844,3.2694222927093506,24.218502044677734,20.12841796875,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,18,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148720.gpu07.1959.18.v2
124.2302474975586,2.90610408782959,131.25221252441406,3.1677844524383545,20.782451629638672,16.352710723876953,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,19,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148773.gpu07.1959.19.v2
120.02349090576172,2.8536272048950195,126.87078857421875,3.0803356170654297,18.720806121826172,14.96362590789795,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,20,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148826.gpu07.1959.20.v2
113.0423355102539,2.7992351055145264,118.34652709960938,3.0240776538848877,16.876047134399414,14.263938903808594,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,21,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148878.gpu07.1959.21.v2
107.6137924194336,2.7368505001068115,112.69405364990234,2.9304566383361816,15.239537239074707,12.652139663696289,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,22,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148930.gpu07.1959.22.v2
103.8736572265625,2.681027889251709,110.47447967529297,2.9314515590667725,14.703057289123535,11.248727798461914,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,23,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734148983.gpu07.1959.23.v2
99.52134704589844,2.6380374431610107,105.62692260742188,2.8915305137634277,13.822355270385742,10.72488021850586,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,24,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734149036.gpu07.1959.24.v2
96.5790786743164,2.59588885307312,102.15080261230469,2.875977039337158,13.333502769470215,10.250754356384277,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,25,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734149088.gpu07.1959.25.v2
92.07168579101562,2.5534708499908447,97.28463745117188,2.7538530826568604,12.428607940673828,9.750895500183105,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,26,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734149141.gpu07.1959.26.v2
88.03108215332031,2.51521372795105,93.2449722290039,2.74497652053833,12.205812454223633,9.398282051086426,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,27,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734149193.gpu07.1959.27.v2
83.44493865966797,2.4807419776916504,87.91461181640625,2.706787109375,11.452293395996094,9.03391170501709,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,28,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734149246.gpu07.1959.28.v2
80.45392608642578,2.4480044841766357,85.62570190429688,2.699317216873169,11.09351921081543,9.757762908935547,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,29,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-1407135e-8deb-4cf6-a844-e0cc2bb44959/tfevents/events.out.tfevents.1734149299.gpu07.1959.29.v2
