valid_energy_mae,valid_forces_mae,train_energy_mae,train_forces_mae,train_loss,valid_loss,lr,batch_size,energy_w,charges_w,dipole_w,forces_w,epoch,log
2956.949951171875,548.3350219726562,11187.6171875,1539.4075927734375,87674536.0,4387288.0,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,0,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-8c68a176-8a3f-442b-b68d-ba46b51fb335/tfevents/events.out.tfevents.1734147858.gpu12.2182.0.v2
225.44915771484375,14.142818450927734,291.0350036621094,8.355428695678711,2484.17333984375,2363.61474609375,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,1,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-8c68a176-8a3f-442b-b68d-ba46b51fb335/tfevents/events.out.tfevents.1734147970.gpu12.2182.1.v2
256.8133850097656,8.992291450500488,239.6040802001953,5.144433498382568,93.6856918334961,147.1757354736328,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,2,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-8c68a176-8a3f-442b-b68d-ba46b51fb335/tfevents/events.out.tfevents.1734148082.gpu12.2182.2.v2
216.70950317382812,7.150087833404541,208.9229736328125,4.693336009979248,80.34163665771484,91.24300384521484,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,3,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-8c68a176-8a3f-442b-b68d-ba46b51fb335/tfevents/events.out.tfevents.1734148193.gpu12.2182.3.v2
180.07382202148438,5.018746852874756,192.258056640625,4.429406642913818,75.21517181396484,66.77853393554688,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,4,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-8c68a176-8a3f-442b-b68d-ba46b51fb335/tfevents/events.out.tfevents.1734148305.gpu12.2182.4.v2
161.2843017578125,4.082856178283691,175.0815887451172,4.118359565734863,66.58350372314453,59.323978424072266,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,5,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-8c68a176-8a3f-442b-b68d-ba46b51fb335/tfevents/events.out.tfevents.1734148416.gpu12.2182.5.v2
150.5353240966797,3.5556178092956543,160.4095458984375,3.8488731384277344,62.548805236816406,54.00160217285156,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,6,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-8c68a176-8a3f-442b-b68d-ba46b51fb335/tfevents/events.out.tfevents.1734148528.gpu12.2182.6.v2
139.2558135986328,3.253540515899658,146.35736083984375,3.5183377265930176,58.55589294433594,52.171478271484375,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,7,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-8c68a176-8a3f-442b-b68d-ba46b51fb335/tfevents/events.out.tfevents.1734148639.gpu12.2182.7.v2
128.44943237304688,3.04966402053833,134.23284912109375,3.3202857971191406,55.70195007324219,49.693058013916016,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,8,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-8c68a176-8a3f-442b-b68d-ba46b51fb335/tfevents/events.out.tfevents.1734148751.gpu12.2182.8.v2
119.98979949951172,2.9084060192108154,128.34727478027344,3.2108123302459717,55.73081970214844,50.03428649902344,0.0010000000474974513,8.0,1.0,27.209999084472656,27.21138572692871,52.90999984741211,9,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/cf3all-8c68a176-8a3f-442b-b68d-ba46b51fb335/tfevents/events.out.tfevents.1734148862.gpu12.2182.9.v2
