valid_energy_mae,valid_forces_mae,train_energy_mae,train_forces_mae,train_diople_mae,valid_diople_mae,train_loss,valid_loss,lr,batch_size,energy_w,charges_w,dipole_w,forces_w,epoch,log
1278.8326416015625,59.31709289550781,382.507568359375,47.42353820800781,0.0,0.0,7161.0009765625,12480.5927734375,0.00009999999747378752,1.0,1.0,14.399645805358887,27.21138572692871,1000.0,0,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-1619ffed-2265-42ff-991a-37adcb30ff3c/tfevents/events.out.tfevents.1734490969.gpu05.3062241.0.v2
562.1593017578125,37.74949264526367,102.55255889892578,33.8242073059082,0.0,0.0,3323.278564453125,5261.8330078125,0.00009999999747378752,1.0,1.0,14.399645805358887,27.21138572692871,1000.0,1,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-1619ffed-2265-42ff-991a-37adcb30ff3c/tfevents/events.out.tfevents.1734491034.gpu05.3062241.1.v2
234.5500030517578,29.734403610229492,77.6872329711914,29.06894302368164,0.0,0.0,2400.27685546875,2973.96142578125,0.00009999999747378752,1.0,1.0,14.399645805358887,27.21138572692871,1000.0,2,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-1619ffed-2265-42ff-991a-37adcb30ff3c/tfevents/events.out.tfevents.1734491099.gpu05.3062241.2.v2
101.64838409423828,26.407495498657227,69.16984558105469,26.367572784423828,0.0,0.0,1974.6407470703125,2194.97705078125,0.00009999999747378752,1.0,1.0,14.399645805358887,27.21138572692871,1000.0,3,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-1619ffed-2265-42ff-991a-37adcb30ff3c/tfevents/events.out.tfevents.1734491164.gpu05.3062241.3.v2
64.1180648803711,24.395305633544922,61.64573287963867,24.590368270874023,0.0,0.0,1706.136962890625,1837.3558349609375,0.00009999999747378752,1.0,1.0,14.399645805358887,27.21138572692871,1000.0,4,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-1619ffed-2265-42ff-991a-37adcb30ff3c/tfevents/events.out.tfevents.1734491228.gpu05.3062241.4.v2
46.69908142089844,23.030803680419922,55.465335845947266,23.196577072143555,0.0,0.0,1537.3846435546875,1603.774658203125,0.00009999999747378752,1.0,1.0,14.399645805358887,27.21138572692871,1000.0,5,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-1619ffed-2265-42ff-991a-37adcb30ff3c/tfevents/events.out.tfevents.1734491293.gpu05.3062241.5.v2
38.76742935180664,22.000717163085938,53.062808990478516,22.140174865722656,0.0,0.0,1400.30029296875,1465.7982177734375,0.00009999999747378752,1.0,1.0,14.399645805358887,27.21138572692871,1000.0,6,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-1619ffed-2265-42ff-991a-37adcb30ff3c/tfevents/events.out.tfevents.1734491357.gpu05.3062241.6.v2
33.398189544677734,21.030261993408203,48.274723052978516,21.136951446533203,0.0,0.0,1283.76416015625,1346.642578125,0.00009999999747378752,1.0,1.0,14.399645805358887,27.21138572692871,1000.0,7,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-1619ffed-2265-42ff-991a-37adcb30ff3c/tfevents/events.out.tfevents.1734491422.gpu05.3062241.7.v2
33.249114990234375,20.153453826904297,45.86417770385742,20.371049880981445,0.0,0.0,1184.343505859375,1222.860107421875,0.00009999999747378752,1.0,1.0,14.399645805358887,27.21138572692871,1000.0,8,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-1619ffed-2265-42ff-991a-37adcb30ff3c/tfevents/events.out.tfevents.1734491487.gpu05.3062241.8.v2
31.047887802124023,19.406173706054688,45.94794464111328,19.77063751220703,0.0,0.0,1128.9959716796875,1124.82763671875,0.00009999999747378752,1.0,1.0,14.399645805358887,27.21138572692871,1000.0,9,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-1619ffed-2265-42ff-991a-37adcb30ff3c/tfevents/events.out.tfevents.1734491552.gpu05.3062241.9.v2
