valid_energy_mae,valid_forces_mae,train_energy_mae,train_forces_mae,train_diople_mae,valid_diople_mae,train_loss,valid_loss,lr,batch_size,energy_w,charges_w,dipole_w,forces_w,epoch,log
1519.8017578125,232.25341796875,1510427.25,264432.5,0.0,0.0,2852254646272.0,7307.65234375,0.0010000000474974513,1.0,1.0,14.399645805358887,27.21138572692871,52.917720794677734,0,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-a762f316-4e67-4961-aa4e-173bd244da6c/tfevents/events.out.tfevents.1734489433.gpu05.3054593.0.v2
1337.878173828125,98.41327667236328,1621.32470703125,171.0784149169922,0.0,0.0,8739.6455078125,2696.392333984375,0.0010000000474974513,1.0,1.0,14.399645805358887,27.21138572692871,52.917720794677734,1,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-a762f316-4e67-4961-aa4e-173bd244da6c/tfevents/events.out.tfevents.1734489440.gpu05.3054593.1.v2
596.4186401367188,72.55192565917969,1928.0013427734375,202.58285522460938,0.0,0.0,43395.890625,895.190185546875,0.0010000000474974513,1.0,1.0,14.399645805358887,27.21138572692871,52.917720794677734,2,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-a762f316-4e67-4961-aa4e-173bd244da6c/tfevents/events.out.tfevents.1734489444.gpu05.3054593.2.v2
222.06134033203125,59.83226013183594,1244.536865234375,104.91973114013672,0.0,0.0,4555.232421875,401.5699462890625,0.0010000000474974513,1.0,1.0,14.399645805358887,27.21138572692871,52.917720794677734,3,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-a762f316-4e67-4961-aa4e-173bd244da6c/tfevents/events.out.tfevents.1734489448.gpu05.3054593.3.v2
486.2474365234375,61.01129913330078,1025.685546875,89.9239501953125,0.0,0.0,2799.109130859375,604.123779296875,0.0010000000474974513,1.0,1.0,14.399645805358887,27.21138572692871,52.917720794677734,4,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-a762f316-4e67-4961-aa4e-173bd244da6c/tfevents/events.out.tfevents.1734489453.gpu05.3054593.4.v2
144.32760620117188,55.95655059814453,620.6220092773438,72.49783325195312,0.0,0.0,1215.6195068359375,337.05169677734375,0.0010000000474974513,1.0,1.0,14.399645805358887,27.21138572692871,52.917720794677734,5,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-a762f316-4e67-4961-aa4e-173bd244da6c/tfevents/events.out.tfevents.1734489457.gpu05.3054593.5.v2
118.39873504638672,45.51918029785156,626.21826171875,67.58866119384766,0.0,0.0,1253.658935546875,206.09434509277344,0.0010000000474974513,1.0,1.0,14.399645805358887,27.21138572692871,52.917720794677734,6,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-a762f316-4e67-4961-aa4e-173bd244da6c/tfevents/events.out.tfevents.1734489461.gpu05.3054593.6.v2
380.3775329589844,46.62947463989258,449.15252685546875,52.64204406738281,0.0,0.0,668.4708251953125,345.4299011230469,0.0010000000474974513,1.0,1.0,14.399645805358887,27.21138572692871,52.917720794677734,7,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-a762f316-4e67-4961-aa4e-173bd244da6c/tfevents/events.out.tfevents.1734489465.gpu05.3054593.7.v2
382.25921630859375,45.32277297973633,403.99658203125,49.9761962890625,0.0,0.0,595.096923828125,319.5008850097656,0.0010000000474974513,1.0,1.0,14.399645805358887,27.21138572692871,52.917720794677734,8,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-a762f316-4e67-4961-aa4e-173bd244da6c/tfevents/events.out.tfevents.1734489469.gpu05.3054593.8.v2
210.24444580078125,44.0488395690918,274.92742919921875,42.10395812988281,0.0,0.0,328.1734924316406,216.5622100830078,0.0010000000474974513,1.0,1.0,14.399645805358887,27.21138572692871,52.917720794677734,9,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-a762f316-4e67-4961-aa4e-173bd244da6c/tfevents/events.out.tfevents.1734489473.gpu05.3054593.9.v2
304.7155456542969,30.95215606689453,207.54043579101562,36.50315856933594,0.0,0.0,219.3516387939453,178.35830688476562,0.0010000000474974513,1.0,1.0,14.399645805358887,27.21138572692871,52.917720794677734,10,/pchem-data/meuwly/boittier/home/pycharmm_test/ckpts/efa0basepairs-a762f316-4e67-4961-aa4e-173bd244da6c/tfevents/events.out.tfevents.1734489477.gpu05.3054593.10.v2
